Section ;CHAPITRE;NOMENCLATURE;STATUT;CHAPITRE_LIB;ARTICLE;OPERATION;OPERATION_LIB;FONCTION;CODE_AXE_ANALYTIQUE_PROFONDEUR_1;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_1;CODE_AXE_ANALYTIQUE_PROFONDEUR_2;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_2;Réalisé total;SENS;SECTION;ANNEE
DRF;11.0;M14;CA; Charges à caractère général;60612.;;;322.0;0116.; SPORT;CITY.; JM CITY Jean Moulin;523,13;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60612.;;;322.0;0116.; SPORT;ST.; BERGERIES Terrain les Bergeries ;13265,94;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60612.;;;322.0;0116.; SPORT;ST.; GUILLY Stade François GUILLUY;3259,65;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60612.;;;322.0;0116.; SPORT;TER.; STABILISE Terrain stabilisé (rouge);1824,1;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60612.;;;322.0;0116.; SPORT;TER.; SYNT Terrain synthétique M.Guervile ;9425,87;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60612.;;;325.0;0103.; BATIMENTS COMMUNAUX;CORDERIE.; La Corderie ;12628,82;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;20.0;0115.; PROTOCOLE;Repas.; travail Repas de travail;1040,9;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;20.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;-85,3;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;20.0;0116.; SPORT;HCV.; Hors compte ventilation;15,68;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;23.0;0115.; PROTOCOLE;CHALLENGE.; Challenge PAUL ROUX;1029,28;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;23.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;-42;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;-634,9;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;211.0;0102.; EDUCATION;MT.; JMOUL Maternelle Jean Moulin;9,84;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;9,84;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;211.0;0102.; EDUCATION;MT.; ROMBLY Maternelle Rombly;29,52;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;211.0;0102.; EDUCATION;PetitDéj.; Petit Déjeuner;653,81;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;211.0;0102.; EDUCATION;HCV.; Hors compte ventilation;47,23;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;281.0;CLSH.; CLSH;HCV.; Hors compte ventilation;1447,76;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;281.0;0102.; EDUCATION;PetitDéj.; Petit Déjeuner;21876,97;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;35972,35;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;281.0;0112.; JEUNESSE;CLSH-Elementaires.; CLSH Elementaires ;2854,46;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;15016,48;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;281.0;01161.; CNC;VOILE.; Voile classe de ;44,92;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;311.0;0108.; ECOLE MUSIQUE;HCV.; Hors compte ventilation;216,5;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;311.0;0110.; EVENEMENTIEL;MANIFESTATIONS.; Manifestations ;113,24;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;311.0;0110.; EVENEMENTIEL;SPECTACLES.; Spectacles Evènementiel ;247,5;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;311.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;60,26;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;10;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;325.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;556,23;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;325.0;01161.; CNC;VOILE.; Voile classe de ;1119,16;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;331.0;0112.; JEUNESSE;CLSH-Elementaires.; CLSH Elementaires ;12,01;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;331.0;0112.; JEUNESSE;CLSH-maternelle.; CLSH maternelle;183,64;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;331.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;722,3;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;331.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;111,6;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;338.0;0112.; JEUNESSE;CLAS.; Contrat Local Aménagement Scolaires;62,95;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;338.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;323,77;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;4214.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;3575,66;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60623.;;;4221.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;773,34;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60624.;;;322.0;0116.; SPORT;ST.; BERGERIES Terrain les Bergeries ;1371;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60624.;;;322.0;0116.; SPORT;ST.; D MARTIN Stade Daniel MARTIN;822,6;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60624.;;;322.0;0116.; SPORT;ST.; GUILLY Stade François GUILLUY;1096,8;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60624.;;;322.0;0116.; SPORT;TER.; ASSOCIAT Terrains des associations (Bergeries);685,5;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60624.;;;511.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;97;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60624.;;;80.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;585,01;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;01.; MAIRIE BUDGET PRINCIPAL;HCV.; Hors compte ventilation;628,8;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;AE.; Accueil / Etat civil;314,87;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0102.; EDUCATION;ESPACE.; PLURIVALENT J MOULIN Espace plurivalent Jean Moulin;92,64;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0102.; EDUCATION;ESPACE.; PLURIVALENT ROMBLY Espace plurivalent Rombly;92,64;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0102.; EDUCATION;INSPECTION.; EDUCATION Inspection education nationale;7736,42;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;4,38;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0103.; BATIMENTS COMMUNAUX;BAT.; GEND Bât. Gendarmerie;4063,55;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0103.; BATIMENTS COMMUNAUX;MAIRIE.; Mairie;13032,81;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0103.; BATIMENTS COMMUNAUX;MPE.; Maison petite enfance;353,2;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0103.; BATIMENTS COMMUNAUX;NOEL.; NOEL;258,5;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;1853,17;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0106.; CTM;HCV.; Hors compte ventilation;1592,11;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;01061.; POLE CADRE DE VIE ;COEUR.; Coeur de Ville;1216,93;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;01061.; POLE CADRE DE VIE ;Sinistres.; Sinistres;583,26;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;57,6;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0111.; FINANCES;HCV.; Hors compte ventilation;3587,93;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0115.; PROTOCOLE;MAIRIE.; Mairie;3124,19;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;1390,78;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0118.; ARCHIVES;HCV.; Hors compte ventilation;190,2;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0120.; INFORMATIQUE;HCV.; Hors compte ventilation;146,38;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0122.; REPROGRAPHIE;HCV.; Hors compte ventilation;200,07;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;20.0;0124.; URBANISME;HCV.; Hors compte ventilation;778,04;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;22.0;0119.; COMMUNICATION;LETTRAGE.; Service Lettrage;1617,25;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;22.0;0119.; COMMUNICATION;HCV.; Hors compte ventilation;261,19;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;23.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;88,48;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;23.0;01062.; LOGISTIQUE ;NOEL.; NOEL;3207,07;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;23.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;792,8;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;23.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;-36;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;25.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;882,47;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;11.0;0117.; POLICE MUNICIPALE;HCV.; Hors compte ventilation;349,28;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;211.0;0102.; EDUCATION;MT.; JMOUL Maternelle Jean Moulin;777,82;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;4102,59;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;211.0;0102.; EDUCATION;MT.; ROMBLY Maternelle Rombly;4163,03;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;211.0;0102.; EDUCATION;HCV.; Hors compte ventilation;5,52;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;212.0;0102.; EDUCATION;PRMACE.; Primaire Jean Macé;4173,62;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;212.0;0102.; EDUCATION;PRMOUL.; Primaire Jean Moulin;2089,69;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;212.0;0102.; EDUCATION;PRROMBLY.; Primaire Rombly;742,52;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;212.0;0102.; EDUCATION;HCV.; Hors compte ventilation;290,98;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;281.0;0102.; EDUCATION;PetitDéj.; Petit Déjeuner;427,54;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;247,48;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;63,5;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;282.0;0116.; SPORT;HCV.; Hors compte ventilation;290;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;284.0;0121.; Développement durable;HCV.; Hors compte ventilation;2229,79;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;311.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;65,16;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;311.0;0108.; ECOLE MUSIQUE;HCV.; Hors compte ventilation;941,97;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;311.0;0110.; EVENEMENTIEL;MANIFESTATIONS.; Manifestations ;1099,69;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;311.0;0110.; EVENEMENTIEL;QUARTIERS.; LIBRES Quartiers Libres;711,38;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;311.0;0110.; EVENEMENTIEL;ROCK.; EN STOCK ROCK EN STOCK;690,65;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;311.0;0110.; EVENEMENTIEL;VICTOR.; HUGO Victor Hugo ;1158,99;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;311.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;2079,99;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;1317,39;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;314.0;0113.; MUSEE DE LA MARINE;HCV.; Hors compte ventilation;542,14;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;314.0;0114.; MUSEE QUENTOVIC;GEORGES.; V Commémoration du Roi Georges V;141,41;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;314.0;0114.; MUSEE QUENTOVIC;HCV.; Hors compte ventilation;1803,31;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;321.0;0116.; SPORT;SALLE.; CAR Salle des carrières ;62,64;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;321.0;0116.; SPORT;SALLE.; FLESSEL Salle Laura FLESSEL;708,66;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;321.0;0116.; SPORT;SALLE.; OYATS Salle des Oyats;761,61;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;322.0;0116.; SPORT;BOULODROME.; Boulodrome pétanque;581,66;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;322.0;0116.; SPORT;ST.; BERGERIES Terrain les Bergeries ;3858,3;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;322.0;0116.; SPORT;ST.; D MARTIN Stade Daniel MARTIN;2551,82;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;322.0;0116.; SPORT;ST.; GUILLY Stade François GUILLUY;3980,77;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;322.0;0116.; SPORT;TER.; ASSOCIAT Terrains des associations (Bergeries);4068,53;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;322.0;0116.; SPORT;TER.; SYNT Terrain synthétique M.Guervile ;845,78;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;322.0;0116.; SPORT;HCV.; Hors compte ventilation;786,24;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;325.0;0103.; BATIMENTS COMMUNAUX;CORDERIE.; La Corderie ;361,2;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;325.0;0112.; JEUNESSE;CYB.; Point Cyb;328,46;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;325.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;384,59;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;325.0;0112.; JEUNESSE;PUMPTRACK.; Pumptrack;90,62;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;325.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;441,63;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;325.0;0116.; SPORT;CNC.; NEANT - Centre Nautique ;-44,8;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;325.0;0116.; SPORT;HCV.; Hors compte ventilation;1931,49;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;325.0;01161.; CNC;AIRE.; C Aire de carénage;382,31;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;325.0;01161.; CNC;HCV.; Hors compte ventilation;1297,56;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;33.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;-173,39;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;331.0;0112.; JEUNESSE;CLSH-Elementaires.; CLSH Elementaires ;691,84;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;331.0;0112.; JEUNESSE;CLSH-maternelle.; CLSH maternelle;48,27;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;331.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;1469,27;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;331.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;-184,84;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;338.0;01061.; POLE CADRE DE VIE ;AIRES.; DE JEUX Aires de jeux;1679,18;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;338.0;01061.; POLE CADRE DE VIE ;CITY.; City stade (Carrefour);38,76;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;338.0;0112.; JEUNESSE;CLAS.; Contrat Local Aménagement Scolaires;656,5;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;338.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;184,8;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;338.0;0112.; JEUNESSE;Médiateurs.; Médiateurs;310,68;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;338.0;0112.; JEUNESSE;PROJET.; JEUNESSE Projet jeunesse;519;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;338.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;574,39;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;412.0;0125.; PREVENTION ;COVID.; Covid;838,99;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;4214.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;4109,9;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;4221.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;2131,58;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;510.0;LOGISTIQUE.; LOGISTIQUE;HCV.; Hors compte ventilation;-1567,13;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;510.0;PB.; POLE PATRIMOINE BATI;HCV.; Hors compte ventilation;-4966,18;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;510.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;136,57;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;510.0;0106.; CTM;MENUISERIE.; Service Menuiserie;246;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;510.0;0106.; CTM;HCV.; Hors compte ventilation;57,6;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;510.0;01062.; LOGISTIQUE ;CHAUDRONNERIE.; Service Chaudronnerie ;609,04;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;60628.;;;510.0;01062.; LOGISTIQUE ;MAGASIN.; Magasin CTM;31183,64;Dépense;Fonctionnement;2022.0
